   1 	    15.6117 
   2 	    18.3521 
   3 	    21.0736 
   4 	    23.9109 
   5 	    26.6320 
   6 	    29.3477 
   7 	    32.1594 
   8 	    34.9647 
   9 	    37.7733 
  10 	    40.5181 
  11 	    43.3026 
  12 	    46.0633 
  13 	    48.7250 
  14 	    51.5973 
  15 	    54.4223 
  16 	    57.1318 
  17 	    59.8363 
  18 	    62.6934 
  19 	    65.4266 
  20 	    68.1907 
  21 	    70.9699 
  22 	    73.7394 
  23 	    76.4081 
  24 	    79.2845 
  25 	    81.9810 
  26 	    84.8352
