   1 	    25.5026 
   2 	    28.2805 
   3 	    30.9587 
   4 	    33.7523 
   5 	    36.5426 
   6 	    39.2882 
   7 	    42.0911 
   8 	    44.8446 
   9 	    47.6586 
  10 	    50.4270 
  11 	    53.1461 
  12 	    55.9670 
  13 	    58.6583 
  14 	    61.4537 
  15 	    64.2121 
  16 	    67.0307 
  17 	    69.8124 
  18 	    72.4616 
  19 	    75.3698 
  20 	    78.0813 
  21 	    80.7169 
  22 	    83.6037 
  23 	    86.4727 
  24 	    89.1991 
  25 	    91.8628 
  26 	    94.8037 
