   1 	   190.0121 
   2 	   194.8644 
   3 	   199.8379 
   4 	   204.8986 
   5 	   209.6452 
   6 	   214.5920 
   7 	   220.1789 
   8 	   224.7569 
   9 	   229.8644 
  10 	   234.7494 
  11 	   239.8455 
  12 	   244.9217 
  13 	   249.8212 
  14 	   254.9832 
  15 	   259.8757 
  16 	   264.6114 
  17 	   270.0301 
  18 	   274.8625 
  19 	   279.9425 
  20 	   284.9573 
  21 	   290.1268 
  22 	   294.6516 
  23 	   299.8774 
  24 	   304.8279 
  25 	   310.1321 
  26 	   314.9257 
