   1 	    21.5186 
   2 	    26.4509 
   3 	    31.4849 
   4 	    36.3516 
   5 	    41.5636 
   6 	    46.4622 
   7 	    51.4700 
   8 	    56.5644 
   9 	    61.3776 
  10 	    66.4672 
  11 	    71.3045 
  12 	    76.4236 
  13 	    81.4475 
  14 	    86.4418 
  15 	    91.4170 
  16 	    96.4409 
  17 	   101.6245 
  18 	   106.4692 
  19 	   111.3196 
  20 	   116.4232 
  21 	   121.2666 
  22 	   126.3764 
  23 	   131.2933 
  24 	   136.2440 
  25 	   141.3294 
  26 	   146.3110 
