   1 	     8.2723 
   2 	    11.0711 
   3 	    13.8109 
   4 	    16.6134 
   5 	    19.3587 
   6 	    22.1171 
   7 	    24.8954 
   8 	    27.6434 
   9 	    30.3471 
  10 	    33.1929 
  11 	    35.9533 
  12 	    38.6496 
  13 	    41.5171 
  14 	    44.2472 
  15 	    47.0355 
  16 	    49.7847 
  17 	    52.5645 
  18 	    55.2880 
  19 	    58.0907 
  20 	    60.7899 
  21 	    63.6570 
  22 	    66.4500 
  23 	    69.1084 
  24 	    71.9313 
  25 	    74.6714 
  26 	    77.4038 
